customer_id,name,gender,join_date,region,device,num_transactions,total_spent,last_purchase_date
79,"Peter Berger",F,2024-05-15,Montana,Tablet,3,1798.62,2024-10-17
80,"Robin Downs",F,2025-08-27,Virginia,Tablet,5,2940.41,2024-12-17
81,"Amanda Jimenez",F,2024-03-27,Alabama,Tablet,4,2267.98,2025-08-06
82,"Manuel Russo",M,2022-10-30,Delaware,Mobile,2,587.40,2025-01-19
83,"Andrea Williams",F,2025-05-03,Wisconsin,Tablet,2,1028.59,2024-07-06
84,"Barbara Cameron",F,2023-04-12,Indiana,Mobile,4,2458.16,2025-07-29
85,"John Martinez",F,2025-07-26,"South Carolina",Mobile,3,455.56,2025-07-27
86,"Kimberly Harrington",M,2024-07-26,Wyoming,Desktop,2,1458.45,2024-10-10
87,"Anna York",M,2024-12-08,Ohio,Tablet,2,984.55,2024-07-22
88,"Justin Lee",F,2024-03-02,Pennsylvania,Tablet,2,279.87,2024-06-17
89,"Megan Booth",M,2023-11-20,Pennsylvania,Mobile,0,NULL,NULL
90,"Mary Duncan",M,2022-11-14,Massachusetts,Desktop,3,1368.42,2025-07-24
91,"Laurie Reyes",M,2025-05-02,"New Hampshire",Mobile,1,659.05,2025-02-24
92,"Karen Garcia",M,2025-03-12,Georgia,Mobile,4,2341.67,2025-08-17
93,"Katrina Wilson",F,2023-06-12,Nebraska,Desktop,0,NULL,NULL
94,"Lauren Hodges",M,2023-01-01,Florida,Desktop,3,995.74,2025-08-04
95,"Alec West",F,2023-02-21,Virginia,Mobile,0,NULL,NULL
96,"Donald Anderson",F,2025-05-06,Arkansas,Tablet,3,2179.79,2025-03-26
97,"Wendy Perry",F,2025-01-20,Alaska,Desktop,4,2890.06,2025-06-03
98,"Jacob Melendez",M,2023-06-22,Delaware,Desktop,2,1214.63,2025-06-18
99,"Jessica Moore",F,2023-03-29,"North Carolina",Tablet,1,689.16,2023-10-02
100,"Karen Torres",M,2022-10-28,Maryland,Desktop,1,491.05,2025-08-21
101,"Kelsey Ortega",M,2025-05-14,Minnesota,Mobile,3,1417.92,2025-06-08
102,"Makayla Adams",F,2023-02-02,Massachusetts,Desktop,4,2367.56,2025-08-20
103,"Eddie Simpson",M,2024-07-10,Ohio,Desktop,1,110.29,2025-06-05
104,"Henry Melton",M,2023-01-29,Idaho,Mobile,4,2092.83,2025-05-12
105,"Annette Garcia",F,2025-03-11,Vermont,Mobile,0,NULL,NULL
106,"Mark Curtis",F,2023-11-12,Wyoming,Tablet,1,369.36,2025-01-10
107,"Jean Dillon",F,2023-07-05,Arkansas,Desktop,4,1718.75,2025-07-14
108,"Mrs. Christina Nelson",M,2023-03-14,Wyoming,Mobile,1,579.41,2025-01-17
109,"Karina Keith",F,2023-06-07,Texas,Tablet,1,233.46,2024-05-04
110,"Ronald Brown",F,2025-05-24,Tennessee,Mobile,4,1386.58,2025-08-25
111,"James Hunt",M,2024-07-18,California,Mobile,3,1978.56,2025-01-29
112,"Terry Kidd",F,2025-08-29,Pennsylvania,Mobile,5,4082.95,2025-06-06
113,"Brad King",M,2024-04-13,Kansas,Mobile,3,1052.84,2025-04-23
114,"Brad Thomas",M,2025-04-16,Connecticut,Mobile,3,2268.52,2024-11-09
115,"Ronald Beasley",M,2024-12-23,Washington,Desktop,2,971.35,2024-10-01
116,"Robert Wolf",F,2023-03-03,Virginia,Mobile,4,1975.67,2025-05-13
117,"Hannah Young",F,2023-07-05,Oklahoma,Desktop,1,733.77,2025-04-15
118,"Natalie Logan",M,2024-01-10,Alaska,Mobile,3,2090.88,2025-02-10
119,"Joseph Lindsey",M,2025-02-12,"North Carolina",Desktop,0,NULL,NULL
120,"Brandon Porter",F,2024-12-05,"South Carolina",Mobile,4,1018.08,2024-11-08
121,"John Cannon",F,2023-04-22,Alaska,Desktop,5,2633.10,2025-07-13
122,"Walter Gray",M,2023-06-05,"New Mexico",Mobile,3,1430.16,2024-07-23
123,"David Williams",F,2023-05-25,Hawaii,Tablet,3,1588.19,2024-12-01
124,"Meredith White",F,2025-06-19,Virginia,Tablet,1,868.59,2023-10-05
125,"Tony Gentry",M,2025-07-10,Louisiana,Desktop,0,NULL,NULL
126,"Emily Griffin",F,2023-06-03,"Rhode Island",Mobile,3,1959.86,2024-11-27
127,"Douglas Smith",M,2023-08-10,Colorado,Mobile,2,452.87,2025-06-26
128,"Karen Shaw",F,2023-01-15,Connecticut,Mobile,1,863.76,2025-08-26
129,"Eric Jones",M,2022-12-31,Maine,Desktop,3,1081.09,2025-03-07
130,"Elaine Ramirez",M,2023-09-27,Vermont,Tablet,3,2481.01,2025-07-18
131,"Oscar Evans",M,2022-09-15,Florida,Tablet,5,2418.21,2025-06-08
132,"Patrick Smith",M,2023-02-18,"New Mexico",Mobile,1,511.90,2023-12-10
133,"Miguel Lee",M,2024-02-07,Louisiana,Tablet,1,144.00,2024-08-27
134,"Ricky Chapman",M,2024-11-27,Delaware,Desktop,2,1422.51,2025-07-21
135,"Jason Garcia",F,2022-10-16,Illinois,Desktop,1,847.03,2024-04-24
136,"Kyle Ramirez",F,2023-04-05,Florida,Desktop,3,2249.50,2025-05-22
137,"Caroline Li",F,2023-11-27,Michigan,Desktop,2,1200.90,2025-07-05
138,"Vernon Pennington",F,2024-05-15,Colorado,Mobile,3,2166.37,2025-07-05
139,"Elizabeth Simpson",F,2023-12-29,"South Carolina",Desktop,1,573.41,2025-03-10
140,"Brandon Gonzalez",F,2023-03-23,Kansas,Tablet,3,977.02,2024-10-05
141,"Tyler Fischer",F,2023-06-04,Oregon,Tablet,3,783.78,2024-08-03
142,"Alicia Chang",M,2024-01-20,Oklahoma,Desktop,2,1288.82,2025-03-24
143,"Sara Kelly",F,2024-08-27,Arizona,Mobile,4,1487.05,2025-06-13
144,"Lisa Gonzalez",M,2025-04-08,Minnesota,Mobile,3,995.00,2024-09-06
145,"Gabriel Chapman",F,2023-07-01,Missouri,Tablet,3,1811.86,2025-03-20
146,"Ashley Davis",F,2023-06-14,Indiana,Desktop,1,332.86,2025-06-01
147,"Jacqueline Walker",M,2024-03-04,Delaware,Mobile,2,924.80,2023-12-08
148,"Mrs. Jennifer Miller",M,2023-01-03,Ohio,Desktop,1,114.56,2025-07-19
149,"Jonathan Lewis",F,2024-02-03,Colorado,Tablet,0,NULL,NULL
150,"Benjamin Cook",F,2025-02-20,"Rhode Island",Tablet,3,1460.17,2025-05-29
151,"Sarah Mcdonald",F,2024-01-07,Nebraska,Tablet,5,2177.30,2025-05-29
152,"Mary Walker",F,2025-02-22,Texas,Tablet,1,92.63,2025-07-02
153,"Jose Mitchell",M,2022-10-31,Alabama,Mobile,0,NULL,NULL
154,"Martin Wheeler",M,2023-04-04,Tennessee,Desktop,3,1781.70,2025-01-27
155,"Michael Smith",M,2024-03-29,Nevada,Desktop,2,562.35,2024-04-26
156,"Jason Shields",F,2023-05-10,Idaho,Tablet,1,996.03,2024-05-18
157,"Emily Smith",M,2023-03-05,Texas,Desktop,2,362.00,2025-06-06
158,"Rebecca Davis",F,2023-03-10,Missouri,Desktop,0,NULL,NULL
159,"Shawn Simmons",M,2024-12-06,Nebraska,Mobile,2,962.39,2024-06-07
160,"Patricia Rodriguez",F,2024-03-06,Oregon,Desktop,3,1798.66,2024-11-29
161,"Kara Mccarthy",M,2025-08-26,Georgia,Desktop,3,1172.18,2025-04-15
162,"Donald Golden",F,2024-03-11,Arkansas,Tablet,1,261.46,2025-04-13
163,"Leonard Gentry",M,2025-05-31,Kentucky,Tablet,2,462.30,2024-11-11
164,"Caitlin Williams",F,2025-03-09,Missouri,Mobile,4,1886.17,2025-07-19
165,"James Diaz",F,2023-04-19,Wisconsin,Tablet,2,1018.21,2024-01-18
166,"Derek Ward",M,2024-01-09,Tennessee,Tablet,1,121.36,2024-06-21
167,"Shane Bailey",M,2023-11-04,"North Carolina",Tablet,3,1834.91,2025-04-12
168,"Alison Torres",M,2025-01-01,Tennessee,Mobile,1,556.80,2025-02-09
169,"Amy Moore",F,2024-11-07,Alaska,Tablet,4,2696.38,2025-07-28
170,"Justin Collins",F,2024-05-26,Hawaii,Tablet,0,NULL,NULL
171,"Amy Jones",F,2023-01-20,Florida,Mobile,1,634.96,2025-05-31
172,"Joshua Garcia",F,2024-09-07,Indiana,Mobile,2,650.13,2025-05-20
173,"Melissa Ortiz",M,2022-10-06,Illinois,Tablet,0,NULL,NULL
174,"Gina Johnson",F,2023-09-19,Wyoming,Mobile,3,1725.75,2025-04-06
175,"Mr. James Green III",M,2024-03-25,Idaho,Tablet,1,591.38,2025-01-29
176,"Joshua Reynolds",M,2023-11-19,"West Virginia",Tablet,2,764.99,2024-04-28
177,"Angela Delacruz",F,2024-01-24,Massachusetts,Mobile,0,NULL,NULL
178,"Catherine Curry",M,2024-04-27,Kansas,Desktop,2,1069.62,2024-05-24
179,"Mariah Vazquez",M,2025-04-25,"South Carolina",Desktop,3,1428.24,2024-08-29
180,"Courtney Martinez",M,2023-09-22,Iowa,Desktop,3,1087.55,2025-03-09
181,"Cory Warren",M,2023-03-12,"New Hampshire",Mobile,3,1196.43,2025-07-29
182,"William Smith",M,2023-11-12,Louisiana,Mobile,2,1182.89,2025-05-25
183,"David Garcia",F,2023-05-15,Maryland,Desktop,0,NULL,NULL
184,"Kimberly Barber",F,2023-10-02,Wisconsin,Desktop,0,NULL,NULL
185,"Lauren Andrews",F,2024-01-21,Georgia,Desktop,0,NULL,NULL
186,"Patrick Johns",F,2023-09-13,Utah,Tablet,1,376.30,2023-12-21
187,"Monique Thompson",F,2023-11-21,Wisconsin,Desktop,2,1240.14,2024-05-21
188,"Elizabeth Barber",F,2025-01-01,Michigan,Mobile,3,1913.14,2025-02-06
189,"Shannon Berry",M,2023-02-16,"North Carolina",Desktop,1,365.13,2023-10-08
190,"Angela Brown",M,2025-06-02,Indiana,Tablet,2,1636.10,2024-11-30
191,"Jason Wallace",M,2023-09-16,Alabama,Tablet,4,3313.41,2024-07-07
192,"William Harper",M,2023-02-22,Arizona,Desktop,2,1423.23,2024-01-19
193,"Jenna Brooks",M,2024-07-21,Tennessee,Mobile,1,692.57,2024-05-15
194,"Benjamin Paul",M,2022-12-29,Delaware,Mobile,1,544.71,2025-04-09
195,"Jeff Barr",F,2023-12-08,Alabama,Tablet,1,16.56,2024-05-24
196,"Tiffany Contreras",F,2023-09-20,Virginia,Tablet,3,1665.51,2025-04-06
197,"Christopher Crane",M,2023-03-24,Idaho,Mobile,4,1122.87,2024-12-28
198,"Megan Boyd",M,2022-12-01,Michigan,Mobile,2,1045.83,2024-06-18
199,"Christopher Brown",M,2024-02-17,Maryland,Mobile,1,854.15,2024-11-18
200,"George Holmes",F,2025-03-24,Montana,Mobile,2,601.27,2025-06-01
201,"Elizabeth Padilla",F,2023-01-10,Minnesota,Tablet,2,1106.65,2025-05-18
202,"Jennifer Lewis",F,2023-10-30,Wyoming,Mobile,1,773.69,2024-07-26
203,"Rick Allen",F,2024-03-17,Montana,Tablet,4,1995.64,2024-09-11
204,"William Brown",F,2022-10-19,Washington,Tablet,2,1146.57,2025-01-12
205,"Nathan Berry",M,2025-05-07,Colorado,Desktop,0,NULL,NULL
206,"Emma Lopez",F,2023-09-13,"West Virginia",Tablet,2,1758.29,2024-09-05
207,"James Young",M,2023-02-15,"Rhode Island",Tablet,3,2006.98,2025-05-22
208,"Logan Hopkins",F,2024-12-02,Maine,Mobile,2,516.97,2024-05-25
209,"Mary Fowler",F,2024-08-23,Tennessee,Tablet,1,674.60,2024-11-27
210,"Kelly Wong",M,2023-10-18,Kansas,Mobile,2,255.97,2024-05-15
211,"Brandon Lee",F,2023-07-22,Indiana,Tablet,1,751.49,2024-02-20
212,"Melissa Bryan",F,2022-11-09,Ohio,Desktop,1,501.54,2024-02-08
213,"Breanna Davis",F,2022-09-09,Pennsylvania,Mobile,3,1060.87,2025-03-14
214,"James Gonzalez",M,2025-05-07,"New Hampshire",Tablet,0,NULL,NULL
215,"Margaret Warren",M,2023-07-01,"North Dakota",Mobile,2,1247.90,2024-12-10
216,"Dave Mendez",M,2024-01-13,Michigan,Mobile,0,NULL,NULL
217,"Heather Ortiz",M,2022-10-21,Wisconsin,Tablet,2,1333.52,2024-11-27
218,"Kristopher Wright",M,2024-06-25,Vermont,Tablet,1,248.72,2024-04-18
219,"Diane Collins",M,2025-01-13,Maine,Mobile,0,NULL,NULL
220,"Robert Harris",M,2022-11-24,Missouri,Tablet,3,1348.11,2024-12-17
221,"Jennifer Smith",F,2023-02-19,Iowa,Mobile,1,594.84,2025-05-19
222,"Charles Deleon",M,2024-05-29,Iowa,Tablet,1,786.97,2025-04-28
223,"Daniel Collins PhD",F,2023-11-05,Oklahoma,Desktop,1,313.24,2024-02-06
224,"David Clarke",F,2025-01-05,"New Mexico",Desktop,0,NULL,NULL
225,"Scott Morgan",M,2023-01-23,"South Carolina",Mobile,0,NULL,NULL
226,"Cassandra Gonzalez",M,2024-06-12,Maryland,Mobile,0,NULL,NULL
227,"Christopher Rivera",F,2025-01-26,Hawaii,Mobile,1,762.60,2024-05-17
228,"Lindsay Porter",M,2023-06-21,Missouri,Tablet,2,446.08,2024-10-15
229,"Bradley Mitchell",F,2025-05-18,Wisconsin,Desktop,1,990.24,2024-12-24
230,"Drew Ray",M,2024-08-27,Ohio,Tablet,1,200.17,2025-02-01
231,"Abigail Reynolds",M,2025-05-01,Iowa,Desktop,0,NULL,NULL
232,"Casey Brown",M,2025-07-18,Arizona,Desktop,4,879.05,2025-08-11
233,"Dylan Graham",F,2024-03-17,"New York",Tablet,2,946.45,2024-11-06
234,"Keith George",F,2024-03-25,Indiana,Mobile,1,294.24,2024-06-15
235,"Lori Harris",F,2025-01-16,Ohio,Mobile,1,451.72,2025-01-12
236,"Michael Johnson",M,2025-03-15,"South Carolina",Mobile,4,2629.84,2025-05-26
237,"Jessica Williams",M,2023-01-17,"South Carolina",Desktop,1,248.49,2024-10-29
238,"Kyle Ramos",F,2024-05-30,"West Virginia",Mobile,0,NULL,NULL
239,"Jennifer Cox",M,2025-01-16,California,Desktop,4,1499.25,2025-02-27
240,"Timothy Smith",F,2023-03-12,Iowa,Desktop,1,323.39,2025-08-17
241,"Cody King",M,2024-07-29,Delaware,Tablet,2,1215.00,2025-07-25
242,"Jason Wolfe",M,2023-03-12,Connecticut,Mobile,2,1079.14,2025-07-23
243,"Wayne Mitchell",M,2023-04-25,Illinois,Mobile,3,1955.70,2025-05-12
244,"Patrick Hunt",M,2022-11-20,Ohio,Tablet,0,NULL,NULL
245,"Kimberly Bender",M,2024-06-04,Georgia,Tablet,0,NULL,NULL
246,"Christopher Zimmerman",F,2025-03-18,"North Dakota",Mobile,1,945.87,2024-01-24
247,"Craig Best",M,2023-04-10,"North Dakota",Desktop,4,1028.43,2025-06-14
248,"Whitney Smith",F,2023-12-16,Massachusetts,Tablet,4,2068.35,2025-03-21
249,"Jeffrey Ross",F,2023-12-24,Maryland,Desktop,1,54.62,2024-08-21
250,"Raymond Montoya",F,2024-10-20,Nevada,Tablet,3,1154.51,2025-02-21
251,"Susan Pierce",M,2025-08-16,Mississippi,Desktop,2,292.39,2024-04-24
252,"Heather Burton",M,2023-02-01,Idaho,Tablet,3,1076.33,2025-07-14
253,"Ashley Williams",F,2023-07-09,Michigan,Tablet,2,1308.67,2025-02-15
254,"Paula Jimenez",F,2022-09-17,Michigan,Desktop,4,1810.95,2024-09-09
255,"Charles Hill MD",M,2023-07-27,Florida,Mobile,1,452.29,2024-08-07
256,"Christopher Gallegos",M,2024-07-08,Utah,Desktop,1,781.73,2023-12-31
257,"Olivia Hale",M,2022-09-01,Michigan,Desktop,1,306.60,2025-03-26
258,"Michael Jones",F,2022-12-27,Nebraska,Mobile,3,988.63,2025-06-12
259,"David Howard",F,2025-07-22,Pennsylvania,Tablet,3,825.44,2024-01-05
260,"Johnny Chen",F,2025-05-27,Hawaii,Desktop,3,1573.19,2025-02-27
261,"Cole Larson",F,2024-11-08,Utah,Desktop,0,NULL,NULL
262,"Jillian Williams",F,2022-11-06,Delaware,Desktop,3,1625.73,2024-07-25
263,"Chad Harvey",F,2025-08-25,"South Dakota",Tablet,0,NULL,NULL
264,"Diana Holland",M,2022-11-09,Michigan,Tablet,1,979.61,2024-12-30
265,"Bryan Wolfe",M,2024-05-01,Wisconsin,Desktop,2,923.14,2025-02-10
266,"Anthony Perez DVM",M,2023-05-05,Michigan,Desktop,1,822.11,2023-09-21
267,"Joshua Mendoza",F,2022-09-14,Alaska,Tablet,5,1773.42,2025-07-25
268,"Kari Williams",M,2023-06-11,Mississippi,Mobile,2,1087.23,2024-09-15
269,"George Glover",F,2023-07-20,Idaho,Mobile,3,1013.05,2025-02-27
270,"Megan Short",F,2024-10-25,Iowa,Mobile,5,1736.93,2025-06-29
271,"Joseph Ross",M,2025-05-12,Arizona,Tablet,2,964.75,2025-01-01
272,"Mr. Christopher Wilson",F,2023-05-13,Nebraska,Desktop,3,1255.01,2025-08-12
273,"Melissa Ramirez",M,2023-05-31,"West Virginia",Desktop,0,NULL,NULL
274,"Michael Keller",F,2023-03-26,Texas,Desktop,4,1759.72,2025-07-30
275,"Aaron Hill",M,2022-09-23,Alaska,Mobile,1,790.95,2024-02-26
276,"Joshua Sullivan",F,2024-03-19,Nebraska,Mobile,1,891.18,2024-10-24
277,"Sean Wells",F,2024-07-03,Montana,Desktop,1,59.95,2025-05-01
278,"Samantha Castillo",F,2024-06-12,Wyoming,Desktop,3,1388.76,2025-06-15
279,"Michele Miller",M,2025-03-07,"South Dakota",Tablet,0,NULL,NULL
280,"Brandy Mosley",M,2024-01-30,Kentucky,Mobile,2,1407.50,2025-08-24
281,"Andrew Hanson",M,2023-01-31,Washington,Mobile,2,1107.59,2025-05-14
282,"Sherry James",M,2023-08-16,"West Virginia",Mobile,0,NULL,NULL
283,"David Lopez",M,2025-07-20,Vermont,Mobile,0,NULL,NULL
284,"Katherine Jones",M,2023-07-04,"Rhode Island",Desktop,1,83.78,2024-10-20
285,"Andrew Colon",F,2023-10-16,Nevada,Mobile,1,852.53,2025-08-25
286,"David Howard",F,2023-08-25,Idaho,Tablet,1,533.66,2023-12-07
287,"David Perry",F,2025-05-01,"New Hampshire",Mobile,3,1970.06,2025-03-22
288,"Jacob Higgins",F,2023-06-26,Hawaii,Tablet,4,1932.48,2025-07-31
289,"Robert Barnett",F,2024-01-03,Tennessee,Desktop,2,972.96,2025-01-10
290,"Michael Oconnell",M,2024-03-09,Montana,Desktop,0,NULL,NULL
291,"Jennifer Cox",F,2024-01-20,"West Virginia",Mobile,3,1841.18,2024-04-28
292,"Paul Hooper",F,2025-05-14,Texas,Tablet,3,1855.40,2024-10-27
293,"Alexandra Thomas",F,2022-10-10,Utah,Tablet,4,1464.46,2025-07-21
294,"Marc Warren",M,2023-05-24,Delaware,Desktop,0,NULL,NULL
295,"Jessica Herrera",M,2024-05-11,Tennessee,Tablet,5,747.42,2025-07-22
296,"Alexander Hinton",F,2023-01-04,Virginia,Desktop,0,NULL,NULL
297,"Luke Phillips",M,2022-11-26,Oregon,Mobile,0,NULL,NULL
298,"Terri Miller",F,2024-04-18,Minnesota,Desktop,0,NULL,NULL
299,"Jacqueline Pope",M,2023-02-25,Wyoming,Tablet,2,1067.02,2025-03-31
300,"Miguel Frost",M,2024-05-17,Hawaii,Mobile,2,1134.42,2025-05-06
301,"Erin Allen",M,2025-04-29,Connecticut,Desktop,0,NULL,NULL
302,"Christine Greene",F,2025-08-04,Hawaii,Mobile,2,1346.55,2025-04-18
303,"Dalton Brown",M,2024-02-10,Alabama,Desktop,2,1486.70,2025-08-15
304,"Erika Estes",M,2024-03-21,Alaska,Mobile,3,2472.86,2024-08-15
305,"Cory Turner",F,2022-09-10,Washington,Desktop,2,703.95,2024-05-22
306,"Justin Davis",F,2023-12-27,Pennsylvania,Mobile,1,591.89,2024-08-13
307,"Brandon Davis",F,2022-10-12,Virginia,Desktop,1,723.91,2024-02-05
308,"Ashley Johnson",F,2025-08-20,Arkansas,Mobile,1,180.00,2024-02-18
309,"Antonio Cantu",F,2024-10-06,Missouri,Tablet,3,1830.72,2024-06-06
310,"Scott Wagner",M,2024-08-25,Florida,Tablet,2,1272.44,2023-09-09
311,"Melinda Mathews",M,2023-07-31,Connecticut,Tablet,3,1544.76,2025-01-07
312,"Meghan Chen",M,2024-11-01,California,Tablet,3,639.32,2025-08-06
313,"Lori Rhodes",M,2025-02-05,Maryland,Tablet,4,2525.87,2025-07-27
314,"Mary Campbell",M,2023-09-23,Missouri,Tablet,0,NULL,NULL
315,"Nicholas Butler",M,2024-03-31,Alabama,Mobile,2,855.39,2025-07-27
316,"Ashley Smith",M,2024-10-15,Oklahoma,Desktop,3,411.65,2025-06-28
317,"Ashley Gross",M,2023-03-18,Illinois,Tablet,0,NULL,NULL
